D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_37_302.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_37_302.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_37_302.jpg,0,0,0,0.0001516944
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_37_370.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_37_370.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_37_370.jpg,0,0,0,0.000162839
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_37_443.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_37_443.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_37_443.jpg,0,0,0,0.0001763459
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_37_515.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_37_515.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_37_515.jpg,0,0,0,0.0001868607
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_37_586.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_37_586.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_37_586.jpg,0,0,0,0.0002754453
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_37_659.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_37_659.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_37_659.jpg,0,0,0,4.737905E-05
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_37_730.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_37_730.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_37_730.jpg,0,0,0,5.022008E-05
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_37_803.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_37_803.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_37_803.jpg,0,0,0,1.654557E-05
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_37_875.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_37_875.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_37_875.jpg,0,0,0,6.926507E-05
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_37_946.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_37_946.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_37_946.jpg,0,0,0,8.559533E-05
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_38_017.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_38_017.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_38_017.jpg,0,0,0,2.675561E-05
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_38_090.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_38_090.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_38_090.jpg,0,0,0,0.0001192267
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_38_162.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_38_162.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_38_162.jpg,0,0,0,0.000132933
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_38_234.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_38_234.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_38_234.jpg,0,0,0,0.0002017962
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_38_307.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_38_307.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_38_307.jpg,0,0,0,4.49774E-05
D:\SELF DRIVING CAR SIMULATOR\Data\IMG\center_2021_08_18_18_05_38_377.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\left_2021_08_18_18_05_38_377.jpg,D:\SELF DRIVING CAR SIMULATOR\Data\IMG\right_2021_08_18_18_05_38_377.jpg,0,0,0,3.035097E-05
